Date,Time,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,pH,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m
6/18/2024,12:19:35,8.57,12.76,109.2,0.53,0.5,7.66,84.1,0.04,55,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:20:03,8.485,12.68,108.4,0.54,0.56,7.65,83.8,0.04,54,735.1,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:20:30,8.206,12.68,107.6,0.62,0.59,7.64,83.8,0.04,54,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:21:02,7.863,12.66,106.6,0.45,0.5,7.62,84,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:21:41,7.713,12.53,105.1,0.95,0.79,7.6,84.2,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:22:18,7.467,12.44,103.7,0.45,0.58,7.57,84.3,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:22:51,7.263,12.32,102.2,0.42,0.62,7.54,84.4,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:23:31,6.938,12.15,99.9,0.35,0.62,7.5,84.5,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:24:03,6.787,11.93,97.8,0.35,0.59,7.46,84.4,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:24:35,6.623,11.69,95.4,0.38,0.57,7.41,84.6,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:25:07,6.44,11.35,92.3,0.29,0.61,7.36,84.6,0.04,55,734.8,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:25:42,6.226,10.39,84,0.27,0.57,7.26,85,0.04,55,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:26:10,6.143,8.64,69.7,0.22,0.55,7.14,85.6,0.04,56,734.8,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:26:44,6.022,7.33,58.9,0.2,0.55,6.99,86.3,0.04,56,735,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:27:16,5.921,6.56,52.6,0.19,0.55,6.9,86.2,0.04,56,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:27:54,5.776,6.23,49.8,0.13,0.56,6.84,85.7,0.04,56,734.8,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:28:24,5.716,5.84,46.6,0.16,0.55,6.79,85.8,0.04,56,734.8,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:29:06,5.632,5.34,42.5,0.14,0.56,6.75,86.1,0.04,56,734.8,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:29:36,5.601,4.96,39.5,0.15,0.56,6.72,86.1,0.04,56,734.8,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:30:04,5.593,4.39,34.9,0.15,0.54,6.68,87,0.04,57,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
6/18/2024,12:30:34,5.599,3.44,27.4,0.2,0.63,6.64,87.7,0.04,57,734.9,MHK,NA,NA,NA,NA,41.766,−74.158,379
